comp,compID_num,comp_name_simple,comp_name_full,specie.A,specie.B1,specie.B2,specie.X,element.A,element.B1,element.B2,element.X,r_ionic.A,r_ionic.B1,r_ionic.B2,r_ionic.X,oct_factor,oct_mismatch,gen_t_factor,geom_stable,broken_condition,tau_factor,block.B1,row.B1,inputcharge.B1,block.B2,row.B2,inputcharge.B2,used_lobbasis,used_lobbasis_func,block_pairing,VBM,CBM,bandgap,VBMtotcontr.A,VBMorbital.A,VBMorbchar.A,VBMorborder.A,VBMorbcontr.A,CBMtotcontr.A,CBMorbital.A,CBMorbchar.A,CBMorborder.A,CBMorbcontr.A,VBMtotcontr.B1,VBMorbital.B1,VBMorbchar.B1,VBMorborder.B1,VBMorbcontr.B1,CBMtotcontr.B1,CBMorbital.B1,CBMorbchar.B1,CBMorborder.B1,CBMorbcontr.B1,VBMtotcontr.B2,VBMorbital.B2,VBMorbchar.B2,VBMorborder.B2,VBMorbcontr.B2,CBMtotcontr.B2,CBMorbital.B2,CBMorbchar.B2,CBMorborder.B2,CBMorbcontr.B2,VBMtotcontr.X,VBMorbital.X,VBMorbchar.X,VBMorborder.X,VBMorbcontr.X,CBMtotcontr.X,CBMorbital.X,CBMorbchar.X,CBMorborder.X,CBMorbcontr.X,spin_vbm,spin_cbm,spin_forbidden,cond_type,lattice_a_primitive,lattice_a_conventional,distance_B1_X,distance_B1_A,size_Oh_B1,distance_B2_X,distance_B2_A,size_Oh_B2,calc_oct_mismatch,abs_charge_spilling,bandOverlap_exists,bandOverlap_maxDev,bandOverlap_perc_kpts,popdiff.total,popdiff.B1,popdiff.B2,charge.B1,charge.B2,charge.A,charge.X,charge.total,charge.balanced,Icohp.B1.sum,Icohp.B1.avg,Icohp.B1.avg_spinup,Icohp.B1.avg_spindown,Icohp.B1.x_avg,Icohp.B1.x_spinup,Icohp.B1.x_spindown,Icohp.B1.y_avg,Icohp.B1.y_spinup,Icohp.B1.y_spindown,Icohp.B1.z_avg,Icohp.B1.z_spinup,Icohp.B1.z_spindown,Icobi.B1.sum,Icobi.B1.avg,Icobi.B1.avg_spinup,Icobi.B1.avg_spindown,Icobi.B1.x_avg,Icobi.B1.x_spinup,Icobi.B1.x_spindown,Icobi.B1.y_avg,Icobi.B1.y_spinup,Icobi.B1.y_spindown,Icobi.B1.z_avg,Icobi.B1.z_spinup,Icobi.B1.z_spindown,Icohp.B1.axial_asym_index,Icohp.B1.directional_asym_index,Icobi.B1.axial_asym_index,Icobi.B1.directional_asym_index,Icohp.B2.sum,Icohp.B2.avg,Icohp.B2.avg_spinup,Icohp.B2.avg_spindown,Icohp.B2.x_avg,Icohp.B2.x_spinup,Icohp.B2.x_spindown,Icohp.B2.y_avg,Icohp.B2.y_spinup,Icohp.B2.y_spindown,Icohp.B2.z_avg,Icohp.B2.z_spinup,Icohp.B2.z_spindown,Icobi.B2.sum,Icobi.B2.avg,Icobi.B2.avg_spinup,Icobi.B2.avg_spindown,Icobi.B2.x_avg,Icobi.B2.x_spinup,Icobi.B2.x_spindown,Icobi.B2.y_avg,Icobi.B2.y_spinup,Icobi.B2.y_spindown,Icobi.B2.z_avg,Icobi.B2.z_spinup,Icobi.B2.z_spindown,Icohp.B2.axial_asym_index,Icohp.B2.directional_asym_index,Icobi.B2.axial_asym_index,Icobi.B2.directional_asym_index,MadelungEnergy,SitePotential.B1,SitePotential.B2,vbmsite,cbmsite,vbmorbital,vbmorbchar,vbmorborder,vbmorbcontr,cbmorbital,cbmorbchar,cbmorborder,cbmorbcontr,transition_sites,transition_bands,el_set,in_sim_list
2801_CsKGaBr,2801,CsKGaBr,Cs2KGaBr6,Cs+,K+,Ga3+,Br-,Cs,K,Ga,Br,188.0,138.0,62.0,196.0,0.5102040816326531,0.1938775510204081,0.913571294994076,False,OL,3.938115082865435,s,4,1,p,4.0,3,basisset0,"{'K': ' 3p 3s 4s', 'Ga': ' 3d 4p 4s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",p-s,-3.41391,0.02857,3.44248,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0427802353878845,4s,s,4.0,0.0402579619885136,0.0,,,,0.0,0.497965536220016,4s,s,4.0,0.4912279316264653,0.996381372003739,4p,p,4.0,0.995957119215923,0.4577889770820601,4p,p,4.0,0.3925937985607489,1.0,1.0,False,semiconductor,7.927581429909917,11.211293174995696,3.0761105700430047,4.854632349410686,6.1522211400860085,2.529536017454845,4.854632349410686,5.059072034909691,0.139432,0.58,True,0.0,0.0,0.0,0.0,0.0,0.62,0.1,1.02,-0.46,-0.0,True,-4.456059999999999,-0.7426766666666665,-0.3714349999999999,-0.3712416666666667,-0.7428699999999999,-0.371495,-0.371375,-0.742625,-0.37138,-0.371245,-0.742535,-0.37143,-0.371105,0.5255799999999999,0.0875966666666666,0.0438049999999999,0.0437916666666666,0.087595,0.043805,0.0437899999999999,0.0875799999999999,0.0438,0.04378,0.087615,0.04381,0.043805,0.0012322228348898,0.0004510711256131,0.0002934754306743,0.0003995585828989,-26.20846,-4.368076666666667,-2.1839316666666666,-2.184145,-4.368905,-2.183115,-2.18579,-4.371215,-2.18432,-2.186895,-4.36411,-2.18436,-2.1797500000000003,3.55253,0.5920883333333333,0.2960516666666666,0.2960366666666666,0.59248,0.29613,0.29635,0.5925849999999999,0.29608,0.296505,0.5912,0.295945,0.295255,0.00088166674175,0.0016265740146502,0.0001849095733275,0.0023391779942744,-11.76,-4.63,-4.48,X,B2,4p,p,4.0,0.995957119215923,4s,s,4.0,0.4912279316264653,X-B,p-s,"{'Br', 'K', 'Ga'}",True
2802_CsKCrBr,2802,CsKCrBr,Cs2KCrBr6,Cs+,K+,Cr3+,Br-,Cs,K,Cr,Br,188.0,138.0,61.5,196.0,0.5089285714285714,0.1951530612244898,0.9142878198971344,False,OL,3.9386995961251854,s,4,1,d,4.0,3,basisset0,"{'K': ' 3p 3s 4s', 'Cr': ' 3d 3p 4s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-s,-3.02243,0.01018,3.03261,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0142020682486329,4s,s,4.0,0.0127174134217212,0.0,,,,0.0,0.5898427587815491,3d,d,3.0,0.589729900998079,0.9964145309598024,4p,p,4.0,0.9961399009893318,0.3956470274618401,4p,p,4.0,0.3647795077945396,-1.0,1.0,True,semiconductor,7.855153749968417,11.108864967731211,3.071803092109805,4.810279634633114,6.14360618421961,2.4826293917558004,4.810279634633114,4.965258783511602,0.150299,0.51,True,0.0001,0.0,3.02,0.0,3.17,0.62,0.93,1.02,-0.6,-0.01,True,-4.68192,-0.78032,-0.3909766666666667,-0.3893433333333333,-0.780135,-0.390735,-0.3894,-0.78037,-0.391045,-0.389325,-0.780455,-0.39115,-0.389305,0.51693,0.086155,0.042775,0.04338,0.086105,0.0427349999999999,0.04337,0.086175,0.042785,0.04339,0.086185,0.0428049999999999,0.04338,0.00026175717045,0.0004100881689563,8.06054366018982e-05,0.0009285589925134,-15.57204,-2.59534,-1.2096733333333334,-1.3856666666666666,-2.59518,-1.209435,-1.385745,-2.5954300000000003,-1.20972,-1.38571,-2.59541,-1.209865,-1.385545,2.63329,0.4388816666666666,0.215315,0.2235666666666667,0.4388499999999999,0.2152899999999999,0.2235599999999999,0.4389,0.215325,0.223575,0.438895,0.21533,0.223565,0.001938836327075,9.632649286810418e-05,0.0003197610856422,0.0001139259253634,-20.71,-5.36,-9.83,X,B2,4p,p,4.0,0.9961399009893318,3d,d,3.0,0.589729900998079,X-B,p-d,"{'Br', 'K', 'Cr'}",True
2803_CsNaAmBr,2803,CsNaAmBr,Cs2NaAmBr6,Cs+,Na+,Am3+,Br-,Cs,Na,Am,Br,188.0,102.0,97.5,196.0,0.5089285714285714,0.0114795918367346,0.9180898568174548,True,,3.9386995961251854,s,3,1,f,7.0,3,basisset0,"{'Na': ' 2p 3s', 'Am': ' 5f 6d 6p 6s 7s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",f-s,-2.64791,0.01146,2.65937,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.4915413290388055,5f,f,5.0,0.4855716444000031,0.925673888874433,5f,f,5.0,0.923173051804134,0.5046055996377067,4p,p,4.0,0.5023541888445466,0.0732213273476168,4p,p,4.0,0.0710798487691083,1.0,1.0,False,semiconductor,7.99432264040254,11.305679500043562,2.8488106379924023,4.895502827041339,5.697621275984803,2.8040291120293794,4.895502827041339,5.608058224058761,0.011424,0.69,True,0.0,0.0,5.98,0.0,6.1,0.58,0.48,1.01,-0.5133333333333333,0.0,True,-5.0130300000000005,-0.835505,-0.4178216666666667,-0.4176833333333333,-0.834705,-0.417165,-0.41754,-0.837215,-0.41919,-0.418025,-0.834595,-0.41711,-0.417485,0.60971,0.1016183333333333,0.050785,0.0508333333333333,0.10127,0.05056,0.05071,0.10234,0.05125,0.0510899999999999,0.101245,0.050545,0.0506999999999999,0.0001338635666983,0.0031358280321483,1.301708644155322e-05,0.0107756146364665,-23.72716,-3.9545266666666663,-1.9755383333333332,-1.9789883333333331,-3.96797,-1.987945,-1.980025,-3.92676,-1.949895,-1.976865,-3.96885,-1.988775,-1.980075,3.83506,0.6391766666666666,0.3237966666666667,0.31538,0.6433599999999999,0.3268,0.31656,0.630455,0.31754,0.312915,0.643715,0.32705,0.316665,0.000503631079077,0.0106434988426764,9.101278720245836e-05,0.0207454381417762,-14.62,-5.63,-5.39,X,B2,4p,p,4.0,0.5023541888445466,5f,f,5.0,0.923173051804134,X-B,p-f,"{'Br', 'Na', 'Am'}",True
2804_CsAgGdBr,2804,CsAgGdBr,Cs2AgGdBr6,Cs+,Ag+,Gd3+,Br-,Cs,Ag,Gd,Br,188.0,115.0,93.8,196.0,0.5326530612244897,0.0540816326530611,0.9036102587961544,True,,3.9388170546824224,d,5,1,f,6.0,3,basisset0,"{'Ag': ' 4d 5s', 'Gd': ' 4f 5p 5s 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-f,-4.5792,0.02105,4.60025,0.0,,,,0.0,0.0,,,,0.0,0.2925849298808243,4d,d,4.0,0.2912554676847848,0.3583232747356032,5s,s,5.0,0.3562859708018746,0.0113925890250587,6s,s,6.0,0.0043071769615393,0.3481602498581488,6s,s,6.0,0.33752385234925,0.695635362336897,4p,p,4.0,0.6883058233656979,0.2868477475896636,4p,p,4.0,0.1489472305409528,-1.0,-1.0,False,insulator,7.873504762581588,11.134817218652037,2.7875325796828605,4.821517288924525,5.575065159365722,2.779876029643158,4.821517288924525,5.559752059286315,0.001953,1.11,True,0.0005,0.0,-6.98,-0.02,-6.96,0.46,2.36,1.01,-0.8100000000000002,-0.02,True,-5.072439999999999,-0.8454066666666665,-0.4276316666666666,-0.417775,-0.845045,-0.4274449999999999,-0.4175999999999999,-0.8453900000000001,-0.4277,-0.41769,-0.845785,-0.4277499999999999,-0.418035,0.70835,0.1180583333333333,0.059035,0.0590233333333333,0.11794,0.05898,0.05896,0.118085,0.0590549999999999,0.05903,0.11815,0.05907,0.0590799999999999,0.0014959978241407,0.0008753183872061,0.0003820016446657,0.0017787816757252,-6.852810000000001,-1.142135,-0.599545,-0.54259,-1.1417700000000002,-0.599675,-0.542095,-1.142395,-0.59946,-0.542935,-1.14224,-0.5994999999999999,-0.54274,0.7759100000000001,0.1293183333333333,0.0675583333333333,0.06176,0.129265,0.06757,0.061695,0.12933,0.0675399999999999,0.06179,0.12936,0.067565,0.061795,0.0002928448322605,0.0005472207751271,5.9651684609123496e-05,0.0007346212833961,-43.28,-7.52,-16.15,X,B1,4p,p,4.0,0.6883058233656979,5s,s,5.0,0.3562859708018746,X-B,p-s,"{'Br', 'Ag', 'Gd'}",True
2805_CsKMnBr,2805,CsKMnBr,Cs2KMnBr6,Cs+,K+,Mn3+,Br-,Cs,K,Mn,Br,188.0,138.0,61.25,196.0,0.5082908163265306,0.1957908163265306,0.9146463502910184,False,OL,3.9390168432188615,s,4,1,d,4.0,3,basisset0,"{'K': ' 3p 3s 4s', 'Mn': ' 3d 3p 4s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-s,-0.35409,0.02284,0.37693,0.0,,,,0.0,0.0,,,,0.0,0.0167694461692832,4s,s,4.0,0.0132032718230838,0.0124936177212037,4s,s,4.0,0.0097086025693598,0.2116117755180096,3d,d,3.0,0.2114198521662803,0.3557959087165652,3d,d,3.0,0.3555938460554375,0.7712561417765547,4p,p,4.0,0.7619418974409302,0.6314602082764592,4p,p,4.0,0.6193806533854348,-1.0,-1.0,False,semiconductor,7.8883381472516625,11.155794792428354,3.065710309808912,4.830600844824551,6.131420619617827,2.512187086405265,4.830600844824551,5.024374172810528,0.141205,0.515,False,,,-4.01,-0.01,-4.17,0.62,1.24,1.02,-0.6499999999999999,0.0,True,-4.73306,-0.7888433333333333,-0.3914983333333333,-0.397345,-0.79413,-0.39293,-0.4012,-0.78393,-0.38971,-0.39422,-0.78847,-0.391855,-0.396615,0.52152,0.08692,0.0433883333333333,0.0435316666666666,0.0927699999999999,0.0455,0.04727,0.08159,0.04136,0.04023,0.0864,0.0433049999999999,0.043095,0.0002154582090547,0.0129303241454788,4.533824363674052e-05,0.1286240220892774,-11.77892,-1.9631533333333333,-1.1373516666666668,-0.8258016666666667,-1.7873800000000002,-1.14371,-0.64367,-2.13838,-1.13008,-1.0083,-1.9637,-1.138265,-0.8254349999999999,1.83333,0.3055549999999999,0.1685949999999999,0.13696,0.2260849999999999,0.1459949999999999,0.08009,0.383145,0.19046,0.192685,0.307435,0.1693299999999999,0.138105,0.0020921068649285,0.1787939811120202,0.0003559138647167,0.5140154800281457,-25.5,-5.67,-11.64,X,X,4p,p,4.0,0.7619418974409302,4p,p,4.0,0.6193806533854348,X-X,p-p,"{'Br', 'K', 'Mn'}",True
2806_CsNbAuBr,2806,CsNbAuBr,Cs2NbAuBr6,Cs+,Nb3+,Au+,Br-,Cs,Nb,Au,Br,188.0,72.0,137.0,196.0,0.5331632653061225,0.1658163265306122,0.9009598845851104,False,OL,3.939077145166794,d,5,3,d,6.0,1,basisset0,"{'Nb': ' 4d 4p 4s 5s', 'Au': ' 5d 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-d,-1.04704,0.03831,1.08535,0.0,,,,0.0,0.0,,,,0.0,0.7289271864926014,4d,d,4.0,0.7275320674047073,0.7738805517820072,4d,d,4.0,0.7704378289868742,0.0,,,,0.0,0.0585700003402389,6s,s,6.0,0.0546033996408788,0.2615041940081256,4p,p,4.0,0.2606034190121941,0.1668712231501307,4p,p,4.0,0.1434098300224625,1.0,1.0,False,semiconductor,7.642537117135659,10.808179641993028,2.619527624916376,4.680079069315879,5.239055249832754,2.7845621960801363,4.680079069315879,5.569124392160271,0.042101,0.665,True,0.0002,0.0,1.96,1.91,-0.01,0.63,0.41,1.01,-0.5099999999999999,0.0,True,-19.73478,-3.28913,-1.54085,-1.74828,-3.27878,-1.532135,-1.746645,-3.30461,-1.55377,-1.75084,-3.284,-1.536645,-1.747355,3.05518,0.5091966666666666,0.2426066666666666,0.26659,0.5050600000000001,0.239945,0.265115,0.51542,0.246615,0.268805,0.50711,0.24126,0.26585,0.0004536514490504,0.0078531404961189,5.627309378928295e-05,0.0203457734077859,-5.83548,-0.97258,-0.4851166666666666,-0.4874633333333333,-0.97452,-0.485815,-0.488705,-0.969625,-0.48405,-0.485575,-0.973595,-0.485485,-0.48811,0.8395100000000001,0.1399183333333333,0.06981,0.0701083333333333,0.140535,0.07009,0.070445,0.13899,0.069395,0.0695949999999999,0.14023,0.069945,0.070285,1.1785121944839468e-05,0.0050330049970183,3.7267827848488734e-06,0.0110421555431143,-15.17,-6.58,-4.8,B1,B1,4d,d,4.0,0.7275320674047073,4d,d,4.0,0.7704378289868742,B-B,d-d,"{'Br', 'Au', 'Nb'}",True
2808_CsZnBaBr,2808,CsZnBaBr,Cs2ZnBaBr6,Cs+,Zn2+,Ba2+,Br-,Cs,Zn,Ba,Br,188.0,74.0,135.0,196.0,0.5331632653061225,0.1556122448979592,0.9012725072499932,False,OL,3.939077145166794,d,4,2,s,6.0,2,basisset0,"{'Zn': ' 3d 4s', 'Ba': ' 5p 5s 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-s,-4.73674,0.0328,4.76954,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,0.5772327691551142,4s,s,4.0,0.577178823827388,0.0,,,,0.0,0.0909741901210973,6s,s,6.0,0.0874825458905337,0.9849180651528298,4p,p,4.0,0.9842692348290666,0.3285050072118983,4p,p,4.0,0.2193032171480355,1.0,1.0,False,insulator,8.040316468178927,11.370724595070383,2.5901314006170804,4.923668179383738,5.180262801234159,3.0952308969181117,4.923668179383738,6.190461793836223,0.128852,0.86,False,,,0.0,0.0,0.0,1.3,1.56,1.02,-0.82,-0.02,True,-5.7744100000000005,-0.9624016666666668,-0.4812016666666667,-0.4812,-0.9624,-0.4812,-0.4812,-0.962395,-0.4812,-0.481195,-0.96241,-0.481205,-0.481205,0.88453,0.1474216666666666,0.0737116666666666,0.07371,0.14742,0.07371,0.07371,0.14742,0.07371,0.07371,0.147425,0.073715,0.07371,1.0671880614909191e-05,1.558600792102697e-05,1.66666774206315e-06,3.3916317140210054e-05,-5.24007,-0.873345,-0.436695,-0.43665,-0.8733949999999999,-0.436735,-0.43666,-0.87324,-0.43661,-0.43663,-0.8734,-0.43674,-0.43666,0.59333,0.0988883333333333,0.0494466666666666,0.0494416666666666,0.0989,0.049455,0.049445,0.09886,0.04943,0.04943,0.0989049999999999,0.049455,0.0494499999999999,0.0005470655144866,0.000183203659493,0.0001816055311771,0.0004550587362849,-38.9,-13.1,-10.83,X,B1,4p,p,4.0,0.9842692348290666,4s,s,4.0,0.577178823827388,X-B,p-s,"{'Ba', 'Br', 'Zn'}",True
2809_CsNdPtBr,2809,CsNdPtBr,Cs2NdPtBr6,Cs+,Nd2+,Pt2+,Br-,Cs,Nd,Pt,Br,188.0,129.0,80.0,196.0,0.5331632653061225,0.125,0.9020928256990552,False,OL,3.939077145166794,f,6,2,d,6.0,2,basisset0,"{'Nd': ' 4f 5p 5s 6s', 'Pt': ' 5d 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-f,-0.98603,0.01793,1.00396,0.0,,,,0.0,0.0,,,,0.0,0.024163393888728,4f,f,4.0,0.0113270788802012,0.0389784332609888,4f,f,4.0,0.0238456029580762,0.6350744236970991,5d,d,5.0,0.6328262344465296,0.747535354148379,5d,d,5.0,0.7411906572045699,0.3405468999521899,4p,p,4.0,0.3162466956302767,0.2131796667525979,4p,p,4.0,0.1855529976656407,-1.0,-1.0,False,semiconductor,7.83826788591962,11.084984749781016,2.8532602347994054,4.799939196936724,5.7065204695988125,2.689232140091102,4.799939196936724,5.378464280182202,0.041844,1.265,True,0.0082,0.0,3.98,3.04,0.76,2.2,0.2,1.02,-0.7366666666666667,0.02,True,-6.935489999999999,-1.1559149999999998,-0.5786766666666666,-0.5772383333333333,-1.1547899999999998,-0.5767549999999999,-0.578035,-1.15711,-0.58021,-0.5769,-1.155845,-0.5790649999999999,-0.5767800000000001,0.92108,0.1535133333333333,0.080455,0.0730583333333333,0.1457,0.076845,0.068855,0.157475,0.0823049999999999,0.07517,0.1573649999999999,0.082215,0.07515,0.0007109951679104,0.0020070679937541,0.0001164044948894,0.0767034350979285,-7.28448,-1.21408,-0.4978416666666667,-0.7162383333333332,-1.398155,-0.45928,-0.938875,-1.1225999999999998,-0.517745,-0.6048549999999999,-1.121485,-0.5165,-0.604985,0.96449,0.1607483333333333,0.0659533333333333,0.094795,0.18105,0.05993,0.12112,0.150715,0.069075,0.08164,0.15048,0.068855,0.081625,0.0001263813383719,0.2278844886663152,2.7335383291561537e-05,0.1901730448216154,-35.83,-14.47,-6.44,B2,B2,5d,d,5.0,0.6328262344465296,5d,d,5.0,0.7411906572045699,B-B,d-d,"{'Br', 'Nd', 'Pt'}",True
2810_CsTaAuBr,2810,CsTaAuBr,Cs2TaAuBr6,Cs+,Ta3+,Au+,Br-,Cs,Ta,Au,Br,188.0,72.0,137.0,196.0,0.5331632653061225,0.1658163265306122,0.9009598845851104,False,OL,3.939077145166794,d,6,3,d,6.0,1,basisset0,"{'Ta': ' 5d 5p 6s', 'Au': ' 5d 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-d,-0.08747,0.05248,0.13995,0.0,,,,0.0,0.0,,,,0.0,0.7793983206870365,5d,d,5.0,0.7774570486173953,0.2065736089539888,5d,d,5.0,0.2040922865640345,0.0,,,,0.0,0.5562884355863438,6s,s,6.0,0.5541147061945331,0.2127283853996045,4p,p,4.0,0.2111444893371962,0.2339266412360906,4p,p,4.0,0.1231325097639115,-1.0,-1.0,False,semiconductor,7.724446473043154,10.924016964002652,2.5859561444882484,4.730238101099226,5.171912288976495,2.876052337513076,4.730238101099226,5.752104675026153,0.074004,0.655,False,,,-1.99,-1.89,0.0,0.79,0.41,1.01,-0.5366666666666667,-0.0,True,-19.7627,-3.2937833333333333,-1.7451566666666671,-1.5486266666666666,-3.27465,-1.741235,-1.533415,-3.284875,-1.74315,-1.541725,-3.321825,-1.751085,-1.57074,2.96199,0.4936649999999999,0.258235,0.23543,0.487275,0.25589,0.231385,0.49055,0.25712,0.23343,0.5031699999999999,0.261695,0.241475,0.0002133981176729,0.0143224356995755,2.733532608183852e-05,0.0321979480011746,-5.01983,-0.8366383333333333,-0.4220783333333333,-0.41456,-0.83972,-0.42384,-0.41588,-0.838125,-0.42313,-0.414995,-0.83207,-0.419265,-0.412805,0.7957099999999999,0.1326183333333333,0.0667816666666666,0.0658366666666666,0.133695,0.06738,0.066315,0.133115,0.06708,0.066035,0.131045,0.065885,0.06516,1.5000011762623375e-05,0.0091437359432491,7.264837269457838e-06,0.0199821543024467,-16.9,-7.85,-4.68,B1,B2,5d,d,5.0,0.7774570486173953,6s,s,6.0,0.5541147061945331,B-B,d-s,"{'Br', 'Au', 'Ta'}",True
2811_CsYHgBr,2811,CsYHgBr,Cs2YHgBr6,Cs+,Y3+,Hg+,Br-,Cs,Y,Hg,Br,188.0,90.0,119.0,196.0,0.5331632653061225,0.0739795918367346,0.9030651868383556,True,,3.939077145166794,d,5,3,d,6.0,1,basisset0,"{'Y': ' 4d 4p 4s 5s', 'Hg': ' 5d 6s', 'Cs': ' 5p 5s', 'Br': ' 4p 4s'}",d-d,-0.10442,0.03133,0.1357499999999999,0.0,,,,0.0,0.0,,,,0.0,0.0718293610032819,4d,d,4.0,0.0672000611319094,0.1074419688293215,4d,d,4.0,0.0956891448853533,0.5268121999150074,6s,s,6.0,0.5263590242122593,0.5895970285186848,6s,s,6.0,0.5893763077427288,0.4006093454647448,4p,p,4.0,0.3376677695797649,0.3016060223329294,4p,p,4.0,0.2197620897575527,1.0,-1.0,True,semiconductor,8.094753383775332,11.44771001940058,2.756939526917946,4.957003845979275,5.513879053835892,2.9669154827823423,4.957003845979275,5.933830965564686,0.053565,0.825,True,0.0001,0.0,1.0,0.09,0.61,0.87,0.67,1.01,-0.59,0.02,True,-19.69114,-3.281856666666666,-1.6373049999999998,-1.6445516666666666,-3.282935,-1.638145,-1.64479,-3.2809,-1.636645,-1.644255,-3.2817350000000003,-1.637125,-1.64461,3.21127,0.5352116666666666,0.2698283333333333,0.2653833333333333,0.535155,0.2698,0.265355,0.535245,0.269835,0.26541,0.5352349999999999,0.26985,0.265385,0.0012079571528856,0.0006200758310591,0.0002125702040896,0.0001681577693559,-2.1874,-0.3645666666666667,-0.0196516666666666,-0.344915,-0.364845,-0.01982,-0.345025,-0.3643849999999999,-0.019605,-0.34478,-0.36447,-0.01953,-0.34494,0.26392,0.0439866666666666,0.0039266666666666,0.0400599999999999,0.04407,0.003975,0.040095,0.043965,0.003915,0.04005,0.0439249999999999,0.00389,0.040035,6.637426058546491e-05,0.0012617719667185,2.3921131293476308e-05,0.0032964534707488,-19.45,-8.08,-6.19,B2,B2,6s,s,6.0,0.5263590242122593,6s,s,6.0,0.5893763077427288,B-B,s-s,"{'Hg', 'Br', 'Y'}",True
2812_CsPCuF,2812,CsPCuF,Cs2PCuF6,Cs+,P3+,Cu+,F-,Cs,P,Cu,F,188.0,44.0,77.0,133.0,0.4548872180451128,0.1240601503759398,1.1709033177546233,False,SL,3.939079035116619,p,3,3,d,4.0,1,basisset0,"{'P': ' 3p 3s', 'Cu': ' 3d 4s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",d-p,-0.0067,2.96167,2.96837,0.0,,,,0.0,0.0218610607530446,5p,p,5.0,0.0140025299510181,0.0912528405428399,3s,s,3.0,0.0783768508687557,0.4716528354986269,3p,p,3.0,0.4642510959764236,0.7099483601799785,3d,d,3.0,0.7056983129869431,0.3198053240040493,4s,s,4.0,0.315886031357861,0.1984012285322891,2p,p,2.0,0.1926099404292467,0.1867024851518391,2p,p,2.0,0.1032637697834523,1.0,1.0,False,semiconductor,6.083596588222386,8.603504803070788,2.0084720881099374,3.725426860520368,4.016944176219873,2.2932803134254565,3.725426860520368,4.586560626850915,0.107071,0.8,False,,,0.0,0.0,0.0,1.38,0.65,1.04,-0.68,0.03,True,-19.707600000000003,-3.2846000000000006,-1.6423000000000003,-1.6423000000000003,-3.2846,-1.6423,-1.6423,-3.2846,-1.6423,-1.6423,-3.2846,-1.6423,-1.6423,2.29092,0.38182,0.19091,0.19091,0.38182,0.19091,0.19091,0.38182,0.19091,0.19091,0.38182,0.19091,0.19091,7.460571158951484e-16,0.0,7.63486229472892e-17,0.0,-4.8552,-0.8092,-0.4046,-0.4046,-0.8092,-0.4046,-0.4046,-0.8092,-0.4046,-0.4046,-0.8092,-0.4046,-0.4046,0.4824,0.0804,0.0402,0.0402,0.0804,0.0402,0.0402,0.0804,0.0402,0.0402,0.0804,0.0402,0.0402,3.204937810639273e-17,0.0,8.012344526598184e-18,0.0,-36.52,-15.41,-8.36,B2,B1,3d,d,3.0,0.7056983129869431,3p,p,3.0,0.4642510959764236,B-B,d-p,"{'Cu', 'F', 'P'}",True
2813_CsTiVacF,2813,CsTiVacF,Cs2TiVacF6,Cs+,Ti4+,,F-,Cs,Ti,Vac,F,188.0,60.5,,133.0,0.4548872180451128,0.0,1.1730298540614044,False,SL,3.939079035116619,d,4,4,Vac,,0,basisset0,"{'Ti': ' 3d 3p 3s 4s', 'Cs': ' 5p 5s', 'F': ' 2p 2s'}",Vac-d,-0.01342,7.28888,7.3023,0.0356093658684028,5p,p,5.0,0.035427919410369,0.0,,,,0.0,0.0,,,,0.0,0.8651924705793919,3d,d,3.0,0.8643585678726646,0.0,,,,0.0,0.0,,,,0.0,0.9619557801331108,2p,p,2.0,0.9615612912995836,0.1346740566635032,2p,p,2.0,0.1345351250809315,1.0,1.0,False,insulator,6.359366378069599,8.993502179965494,1.8771078388792264,3.894300678420423,3.754215677758451,,,5.239286502207042,0.279149,0.76,False,,,0.0,0.0,,1.79,,1.03,-0.64,0.01,True,-27.54803,-4.591338333333333,-2.295668333333333,-2.29567,-4.59132,-2.29566,-2.29566,-4.591324999999999,-2.29566,-2.295665,-4.59137,-2.295685,-2.295685,3.41616,0.56936,0.28468,0.28468,0.56936,0.28468,0.28468,0.56936,0.28468,0.28468,0.56936,0.28468,0.28468,3.4681042233867224e-05,1.0890070905226285e-05,5.701181214435205e-17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39.18,-19.23,,X,B1,2p,p,2.0,0.9615612912995836,3d,d,3.0,0.8643585678726646,X-B,p-d,"{'F', 'Ti', 'Vac'}",True
